level_0,index,ID,Doc ID,Sentence,Sen_ID,Emiten Code,Emiten Name,Label
673,1722,2576,912,meski semester - wskt oleh nilai kontrak baru besar  triliun naik  banding periode sama tahun lalu,25,WSKT,Waskita Karya (Persero) Tbk. [S],1
674,2348,3433,1288,target pgas kini selesai target manfaat  bumi masyarakat masuk program  juta sambung tahun ,19,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],1
675,1947,2880,1046,saham beli bersih besar asing  rejeki isman  sril  miliar telekomunikasi indonesia  tlkm  miliar bank mandiri  bmri  miliar,24,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
676,2652,3828,1421,adapun  juni  bsde capai target marketing sales alias dapat  jual tahun,13,BSDE,Bumi Serpong Damai Tbk. [S],1
677,996,1511,528, rekomendasi  tpia target harga,41,TPIA,Chandra Asri Petrochemical Tbk.,1
680,2107,3101,1133,lansir buka informasi laman  kamis  ptba masuk sektor real estate konstruksi lalu diri bukit multi properti,5,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
684,1879,2804,1019,pada sektor telekomunikasi emiten telekomunikasi indonesia  tlkm jadi besar dukung sektor wakil  kuat   kemudian susul axiata  excl kontribusi  kuat  ,12,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
686,2733,3928,1456,baca juga united tractors untr revisi target jual alat berat tahun sementara direktur utama asi prijono sugiarto jelas tari gerak sektor infrastruktur,13,ASII,Astra International Tbk. [S],1
687,1157,1795,631,kata raih semester satu sesuai rencana bisnis unvr meski beber guideline bisnis unvr tahun,34,UNVR,Unilever Indonesia Tbk. [S],1
688,1734,2592,917,padahal semester - tahun lalu cetak nilai  triliun jadi sumber terima besar asri,10,ASRI,Alam Sutera Reality Tbk. [S],1
695,1265,1948,682,hanjaya mandala sampoerna  hmsp anggota indeks kompas mampu catat kerja positif semester -,4,HMSP,HM Sampoerna Tbk.,1
696,3122,4418,1652,baca juga fokus kembang properti jabodetabek produk anyar wika realty,39,WIKA,Wijaya Karya (Persero) Tbk. [S],1
697,1333,2027,694,posisi sembilan tempat saham jasa marga jsmr nilai bersih asing besar  miliar,19,JSMR,Jasa Marga (Persero) Tbk. [S],1
698,7,15,4,komisaris utama media nusantara citra  mncn hary tanoesoedibjo roadshow bagai negara promosi usaha media,4,MNCN,Media Nusantara Citra Tbk. [S],1
701,1542,2303,801,reliance prediksi dapat hmsp tumbuh tahun  tumbuh laba bersih,18,HMSP,HM Sampoerna Tbk.,1
704,151,226,55,potensi tumbuh kerja excl tahun sangat besar,15,EXCL,XL Axiata Tbk.,1
706,2432,3549,1313,turut semua proyek ekspansi laku ptba saling kait,17,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
707,873,1278,455,sementara suria rekomendasi investor beli saham bbni bank tabung negara  bbtn anggota indeks kompas,23,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
709,392,563,160,dari nilai transaksi dagang saham bmri anggota indeks kompas jadi besar,10,BMRI,Bank Mandiri (Persero) Tbk.,1
716,1819,2732,988,banding tutup rabu  arti harga saham bbtn naik ,7,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,1
718,378,547,156,namun wawan jadi catat investor free float saham pengaruh fundamental hmsp maupun unvr,11,HMSP,HM Sampoerna Tbk.,1
721,3057,4322,1593, hmsp target harga jangka pendek,25,HMSP,HM Sampoerna Tbk.,1
723,665,932,325, akhir dagang senin  sampai kuartal - lalu bbca mampu cetak laba bersih tumbuh  tahun  besar  triliun,23,BBCA,Bank Central Asia Tbk.,1
727,2531,3673,1357,ekspansi lanjut kata fransiscus indf tambah kapasitas mesin banyak,25,INDF,Indofood Sukses Makmur Tbk. [S],1
728,3036,4293,1589,pada agustus  lalu jakarta propertindo lebih kenal jakpro tetap menang tender proyek stadion jakarta international stadium  menang kerja sama operasional  wijaya karya bangun gedung  wege jaya konstruksi manggala pratama  jkon  ptpp,4,PTPP,PP (Persero) Tbk. [S],1
731,531,757,246,karena usaha media misal surya citra media  scma media nusantara citra  mncn tengah cari bentuk bisnis baru,5,MNCN,Media Nusantara Citra Tbk. [S],1
733,2424,3533,1312,kemudian akuisisi -holcim smgr fokus empat strategi prioritas tingkat kerja usaha,8,SMGR,Semen Indonesia (Persero) Tbk. [S],1
736,1554,2317,808, rejeki isman  sril adaro energy  adro batubara bukit asam  ptba ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,12,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
737,2870,4081,1498,tengah stagnan industri semen negeri emiten kode smgr tunggu dampak optimal akuisisi holcim indonesia  smcb kini ganti nama jadi solusi bangun indonesia ,5,SMGR,Semen Indonesia (Persero) Tbk. [S],1
739,2972,4225,1547,lansir papar publik medc tahun  emiten minyak bumi  target turun rasio utang ebitda jadi bawah -cycle price akhir tahun,6,MEDC,Medco Energi Internasional Tbk,1
740,1504,2260,787,saham tlkm kuat  jadi,17,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
741,1238,1912,675,sehingga lihat saham hmsp cukup prospektif,9,HMSP,HM Sampoerna Tbk.,1
742,1579,2352,822,sementara saham lain perhati inkp wsbp hmsp pgas asi adro bsde,33,INKP,Indah Kiat Pulp & Paper,1
743,1705,2555,910,lansir lapor uang kuartal - klbf buku jual bersih besar  triliun naik  banding periode sama tahun lalu,5,KLBF,Kalbe Farma Tbk. [S],1
745,2085,3070,1128,sementara segmen tambang emas indy investasi sektor tambang emas lalu indika mineral investindo  bekerjasama nusantara resources limited,17,INDY,Indika Energy Tbk.,1
749,179,262,59,selain realisasi nilai kontrak baru wika hingga tengah juni kemarin baru capai  target  triliun,10,WIKA,Wijaya Karya (Persero) Tbk. [S],1
752,1056,1597,563,saham bbtn buka atas harga tutup hari belum tepat harga,47,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,1
754,2501,3639,1352,indofood sukses makmur  indf anggota indeks kompas konsisten beli saham anak usaha indofood agri resources  ifar gagal gelar tawar tunai syarat tender offer,4,INDF,Indofood Sukses Makmur Tbk. [S],1
755,2243,3270,1215, vale indonesia  inco naik ,14,INCO,Vale Indonesia Tbk. [S],1
757,2077,3056,1123,baca juga united tractors untr target pasu bisnis  batubara sementara adro rambah bisnis listrik  lalu adaro power adaro tirta mandiri,15,ADRO,Adaro Energy Tbk [S],1
758,2940,4190,1537,sedang proyek  emiten kode saham wika anggota indeks kompas lalu wijaya karya bangun gedung wege gabung jaya konstruksi jakon ptpp jadi menang tender,12,PTPP,PP (Persero) Tbk. [S],1
759,190,276,64,hanya bbri tlkm bumi fren tram bilang cukup likuid ujar naf hubung kontan,20,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
760,2194,3206,1194,dengan transaksi sebut entitas anak wskt sebut milik saham banyak nila  miliar jasamarga kualanamu,12,WSKT,Waskita Karya (Persero) Tbk. [S],1
761,786,1142,395,hari harga saham indy kuat ,40,INDY,Indika Energy Tbk.,1
763,321,469,111, rejeki isman  sril adaro energy  adro batubara bukit asam  ptba ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,12,SRIL,Sri Rejeki Isman Tbk.,1
764,2195,3211,1197,usaha tekstil integrasi  rejeki isman  sril hasil cetak kerja prima tengah situasi ekonomi global tentu akibat perang dagang tiongkok,4,SRIL,Sri Rejeki Isman Tbk.,1
766,2161,3166,1162,baca juga simak rekomendasi saham simp bbtn tpia hari cara fundamental laba bersih  saham earning  share  price earning ratio  saham tpia capai  kali,23,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,1
767,1220,1882,660,saham beli bersih besar asing bank rakyat indonesia  bbri  miliar united tractors  untr  miliar indo tambangraya megah  itmg  miliar,22,ITMG,Indo Tambangraya Megah Tbk,1
768,2332,3408,1283,telah ophir bakal laku sinergi medc,6,MEDC,Medco Energi Internasional Tbk,1
771,308,453,101,kemudian aneka tambang  antm target harga  ,37,ANTM,Aneka Tambang Tbk. [S],1
774,1011,1531,544,saham beli bersih besar asing astra international  asi  miliar bank rakyat indonesia  bbri  miliar bank central asia  bbca  miliar,21,ASII,Astra International Tbk. [S],1
776,3028,4285,1584,tidak dampak arti untr jelas sara kontan,13,UNTR,United Tractors Tbk. [S]	,1
780,1063,1615,573,indeks tekan kerja uang bank negara indonesia  bbni naik tipis pasar respons negatif,10,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
782,1616,2423,855,seperti sang induk anak usaha indf indofood  icbp alami tumbuh kerja,26,INDF,Indofood Sukses Makmur Tbk. [S],1
783,180,263,59,wika oleh kontrak baru besar  triliun,11,WIKA,Wijaya Karya (Persero) Tbk. [S],1
786,624,883,299,sedang proyek taiwan wika kerja konstruksi  station sanying line nila  miliar,16,WIKA,Wijaya Karya (Persero) Tbk. [S],1
788,2580,3742,1381,kendati indf lalu terang resmi ban usaha patuh guna bahan -paraquat herbisida sejak maret  selalu patuh  diamanatakan ispo bijak sehat selamat,15,INDF,Indofood Sukses Makmur Tbk. [S],1
789,2934,4183,1535,wika kini jadi investasi arah bisnis masa depan usaha dapat recurring income dapat ulang,11,WIKA,Wijaya Karya (Persero) Tbk. [S],1
794,1699,2546,907,sawit sumbermas sarana  ssms muncul long legged doji candle  golden cross volume dagang tingkat,8,SSMS,Sawit Sumbermas Sarana Tbk. [S],1
798,1673,2503,883, saham bbca tutup naik  hari,14,BBCA,Bank Central Asia Tbk.,1
799,2952,4203,1540,baca juga hingga pekan tiga agustus wijaya karya wika raih kontrak baru  triliun dasar catat kontan,23,WIKA,Wijaya Karya (Persero) Tbk. [S],1
806,636,898,302,pilih utama pikir kondisi pasar tentu lirik aset save haven lindung nilai emas dollar  jepang hingga emas aneka tambang  antm anggota indeks kompas,5,ANTM,Aneka Tambang Tbk. [S],1
807,844,1237,449,baca juga untung akibat free float respon pasar saham indofood indf dengan stock split total waran brpt jadi banyak  miliar lembar harga laksana   lembar awal,22,INDF,Indofood Sukses Makmur Tbk. [S],1
808,1675,2505,883,baca juga saham  asi ggrm buru investor asing tengah aksi  sell ihsg dengan earning  share  alias laba bersih  saham,20,ASII,Astra International Tbk. [S],1
809,2885,4101,1499,baca juga saham tlkm masih laris borong asing syukur sempat sentuh harga tinggi,11,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
810,303,442,96,belum asi kempit porsi saham konsorsium sebut,25,ASII,Astra International Tbk. [S],1
811,1883,2809,1019,sedang emiten tlkm ada atas rata lihat ,24,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
812,571,808,272,jumlah emiten media makin gencar ekspansi bisnis digital antara media nusantara citra  mncn surya citra media  scma,4,MNCN,Media Nusantara Citra Tbk. [S],1
814,1788,2663,952,saham beli bersih besar asing bank central asia  bbca  miliar unilever indonesia  unvr  miliar telekomunikasi indonesia  tlkm  miliar,20,BBCA,Bank Central Asia Tbk.,1
815,2360,3448,1290,baca juga apartemen riverdale cibitung mulai bangun hari jarot subana direktur utama wsbp nyata oleh lampau target strategi laksana wsbp tahun,19,WSBP,Waskita Beton Precast Tbk.,1
816,2949,4200,1540,nanti anak usaha wijaya karya  wika kerja  ptpp jaya konstruksi,14,PTPP,PP (Persero) Tbk. [S],1
819,2130,3129,1139,lanjar rekomendasi inkp tkim wton main ggrm hmsp bbni bmri pgas adro adhi scma akumulasi esok hari,26,BMRI,Bank Mandiri (Persero) Tbk.,1
821,591,837,277,selain tambah kapasitas produksi wsbp laku diversifikasi rumah precast tiang listrik beton bantal kereta ,20,WSBP,Waskita Beton Precast Tbk.,1
822,791,1151,399, saham  gainers lq aneka tambang  antm anggota indeks kompas naik   chandra asri petrokimia  tpia anggota indeks kompas naik,16,TPIA,Chandra Asri Petrochemical Tbk.,1
824,2337,3418,1287,telekomunikasi indonesia  tlkm optimistis dapat usaha segmen fixed broadband indihome tumbuh double digit,4,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
825,606,862,291,adapun saham lirik besok bbni bsde ctra pwon alternatif lirik pgas jsmr,17,BSDE,Bumi Serpong Damai Tbk. [S],1
826,247,350,80,tiga empat emiten ayam cpin jpfa main lanjut kuat,6,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
829,1583,2356,833,senin  saham bmri tutup naik,5,BMRI,Bank Mandiri (Persero) Tbk.,1
832,237,338,78,dalam riset prediksi dapat ggrm capai  triliun akhir tahun,30,GGRM,Gudang Garam Tbk.,1
834,1171,1815,635,saham beli bersih besar asing astra international  asi  miliar  rejeki isman  sril  miliar semen indonesia  smgr  miliar,23,ASII,Astra International Tbk. [S],1
840,486,698,234,saham beli bersih besar asing bank mandiri  bmri  miliar bank rakyat indonesia  bbri  miliar mncn  miliar,18,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
841,2880,4095,1498,maka meilki rekomendasi hold saham smgr target harga,29,SMGR,Semen Indonesia (Persero) Tbk. [S],1
843,641,904,304,naf rekomendasi akumulasi beli saham aali akra bnga cpin ggrm hmsp,26,AKRA,AKR Corporindo Tbk. [S],1
849,1794,2670,959,baca juga sudah hitung valuasi vale indonesia inco siap laku divestasi bentuk efisiensi bayu laku hampir semua divisi,24,INCO,Vale Indonesia Tbk. [S],1
851,1183,1831,641,analis jasa capital utama sekuritas chris apriliony anggap inkp cukup kuat sektor industri kertas,25,INKP,Indah Kiat Pulp & Paper,1
852,137,196,50,etta proyeksi dapat excl capai  triliun akhir tahun  laba bersih  miliar,30,EXCL,XL Axiata Tbk.,1
854,421,608,179,tahun lalu wskt catat dapat  triliun,33,WSKT,Waskita Karya (Persero) Tbk. [S],1
855,2900,4137,1525,baca juga gudang garam ggrm guna dana internal bangun bandara diri berkat tingkat volume jual ggrm tingkat dapat laba bersih,17,GGRM,Gudang Garam Tbk.,1
859,951,1446,509,dengan realisasi produksi nikel inco capai target tahun,21,INCO,Vale Indonesia Tbk. [S],1
861,1975,2912,1067,baca juga simak rekomendasi smgr tpia indf hari,17,SMGR,Semen Indonesia (Persero) Tbk. [S],1
862,2172,3182,1174,saham jual bersih besar asing bank central asia  bbca  miliar astra international  asi  miliar dire simas plaza indonesia xspi  miliar saham beli bersih besar asing telekomunikasi indonesia  tlkm  miliar bank rakyat indonesia  bbri  miliar metropolitan kentjana  mkpi  miliar,17,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
864,718,1033,350,pada tutup bursa hari saham asi catat naik  tutup hari belum level,20,ASII,Astra International Tbk. [S],1
865,700,996,343, emiten batubara adaro energy  adro anggota indeks kompas bumi resources  bumi anggota indeks kompas lihat kondisi pasar batubara panjang semester dua tantang,4,ADRO,Adaro Energy Tbk [S],1
866,266,379,85,salah satu laku hmsp laku ekspansi jepang,14,HMSP,HM Sampoerna Tbk.,1
867,615,873,297,kami upaya terus tambah konsensi ruas jalan  layak baik dukung lanjut bisnis usaha ujar agus setiawan sekretaris usaha jsmr kontan,12,JSMR,Jasa Marga (Persero) Tbk. [S],1
868,2956,4207,1543,dalam janji sebut emiten kode saham untr beri pinjam acset indonusa besar  triliun,8,UNTR,United Tractors Tbk. [S]	,1
869,300,438,96,kontrak wika bsde capai  miliar ujar direktur operasi wika agung budi waskito terang terima kontan,10,BSDE,Bumi Serpong Damai Tbk. [S],1
872,1533,2294,801,tekan jual saham sampoerna  hmsp mulai reda,4,HMSP,HM Sampoerna Tbk.,1
875,3140,4439,1665,dukung konsumen terus percaya bagai inovasi lpkr tambah kuat usaha sebut,13,LPKR,Lippo Karawaci Tbk. [S],1
878,797,1158,410,saham jual bersih besar asing bank mandiri  bmri  miliar bank rakyat indonesia  bbri miliar astra international  asi  miliar,24,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
884,866,1269,453,hari belum saham indf naik harga ,23,INDF,Indofood Sukses Makmur Tbk. [S],1
885,634,896,301,selain jamin obligasi wsbp bentuk jamin khusus clean basis,19,WSBP,Waskita Beton Precast Tbk.,1
889,894,1314,467,agus kata tahun jsmr punya cukup leluasa laku biaya,24,JSMR,Jasa Marga (Persero) Tbk. [S],1
890,793,1153,406,saham persentase naik besar lq indah kiat pulp  paper  inkp kuat  aneka tambang  antm  chandra asri petrochemical  tpia ,12,ANTM,Aneka Tambang Tbk. [S],1
894,2485,3622,1346,baca juga wijaya karya wika ptpp jadi emiten pelat merah gearing rasio baik hingga wika aku milik standby buyer serap saham treasuri milik,15,WIKA,Wijaya Karya (Persero) Tbk. [S],1
895,944,1429,508,lembaga peringkat internasional fitch ratings naik peringkat kredit jangka panjang mata uang asing lokal lippo karawaci  lpkr anggota indeks kompas jadi ,4,LPKR,Lippo Karawaci Tbk. [S],1
898,1795,2671,959,meski biaya kompos sama kompos kualitas tinggi sebut inco lebih hemat  kimia,30,INCO,Vale Indonesia Tbk. [S],1
899,1904,2833,1025,kontribusi dapat bisnis emas untr mampu imbang turun dapat bisnis inti usaha jual alat berat,16,UNTR,United Tractors Tbk. [S]	,1
900,2270,3304,1229,sementara naf rekomendasi saham adro bbca bbni ptba untr akumulasi beli scma asi akumulasi  weakness,21,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
903,536,768,249,kemarin kamis  bank  bbri catat lompat baru,4,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
905,22,40,8,namun lihat prospek sektor farmasi klbf kaef catat kerja baik tengah lemah rupiah ujar,13,KLBF,Kalbe Farma Tbk. [S],1
908,532,758,246,karena usaha media misal surya citra media  scma media nusantara citra  mncn tengah cari bentuk bisnis baru,5,SCMA,Surya Citra Media Tbk.],1
910,2070,3046,1122,dapat jasa telekomunikasi lain kontribusi  dapat total excl capai  triliun  semester -,18,EXCL,XL Axiata Tbk.,1
911,164,246,57,bagai informasi tahun asi anggar belanja modal nila triliun hingga triliun,9,ASII,Astra International Tbk. [S],1
912,1401,2133,735,prediksi dapat bisnis jalan  usaha lain jsmr capai  triliun akhir tahun,28,JSMR,Jasa Marga (Persero) Tbk. [S],1
913,1405,2142,741,saham beli bersih besar asing tlkm  miliar bank rakyat indonesia  bbri  miliar bank central asia  bbca miliar,14,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
914,2897,4134,1525,direktur ggrm heru budiman kata capai kombinasi beberapa loyalitas langgan kualitas hingga sedia produk mudah dapat,6,GGRM,Gudang Garam Tbk.,1
918,2342,3424,1287, untuk genjot dapat segmen tlkm dorong jumlah langgan baru dorong tumbuh rerata dapat  guna average revenue  user arpu,19,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
920,229,327,78,sekadar catat ggrm sukses buku dapat besar  triliun naik   kuartal pertama ,6,GGRM,Gudang Garam Tbk.,1
921,1706,2556,910,alhasil klbf anggota indeks kompas mampu buku laba bersih  triuliun semester - naik  banding periode sama tahun lalu,8,KLBF,Kalbe Farma Tbk. [S],1
922,157,237,56,sedang transaksi dua hmsp raup dapat besar  miliar,18,HMSP,HM Sampoerna Tbk.,1
923,2593,3755,1383,baca juga jasa marga jsmr optimistis capai target,15,JSMR,Jasa Marga (Persero) Tbk. [S],1
925,1466,2218,766,betul saham bbca buka atas harga tutup belum tepat harga,69,BBCA,Bank Central Asia Tbk.,1
926,2802,4005,1482,baca juga volume industri turun jual gudang garam ggrm justru naik oleh putus naik tarif cukai hasil tembakau ggrm naik harga jual rokok tahap,9,GGRM,Gudang Garam Tbk.,1
927,3078,4352,1626,bank central asia  bbca gera harga tahan atas garis tengah bollinger lihat pola upward  indikasi ada potensi stimulus beli,35,BBCA,Bank Central Asia Tbk.,1
929,2598,3760,1385,mncn pilih iqiyi mitra usaha bagi baidu milik teknologi canggih,10,MNCN,Media Nusantara Citra Tbk. [S],1
930,1743,2601,923,kalau konstruksi kapital besar ptpp wskt luar market  - kecil kata teguh hubung kontan,11,WSKT,Waskita Karya (Persero) Tbk. [S],1
931,2555,3714,1372,esok hari rabu  investor asing buku beli bersih saham bmri nila  miliar,10,BMRI,Bank Mandiri (Persero) Tbk.,1
932,1901,2827,1024,waskita karya persero  wskt anggota indeks kompas pasuk semester  siap jumlah strategi kerja persero makin bagus,4,WSKT,Waskita Karya (Persero) Tbk. [S],1
933,2392,3491,1306,wawan bilang adapun katalis positif jual dapat klbf program jamin sehat nasional  terus kembang perintah,17,KLBF,Kalbe Farma Tbk. [S],1
934,257,362,84,usaha asal amerika serikat sebut kabar tarik beli konten milik mncn,5,MNCN,Media Nusantara Citra Tbk. [S],1
935,2281,3322,1243,baca juga saham bbri bank  naik    tarik amat  laba bersih  saham earning  share alias  saham bank bumn  price earning ratio   kali,22,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
938,2723,3914,1455,meski direktur uang pgas said reza pahlevy kata terbit obligasi tahap kaji,6,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],1
941,358,524,143,saham beli bersih besar asing  rejeki isman  sril  miliar gudang garam  ggrm  miliar telekomunikasi indonesia  tlkm  miliar,18,SRIL,Sri Rejeki Isman Tbk.,1
942,1074,1640,586,sisi jsmr tetap klaim  lebih margin dapat konstruksi beban konstruksi hitung bottom line- ,10,JSMR,Jasa Marga (Persero) Tbk. [S],1
943,52,78,15,lepas yosua nyata semen indonesia  smgr anggota indeks kompas indocement tunggal prakarsa  intp anggota indeks kompas peluang tampil emiten semen kerja positif sisa tahun,20,SMGR,Semen Indonesia (Persero) Tbk. [S],1
944,1742,2600,923,kalau konstruksi kapital besar ptpp wskt luar market  - kecil kata teguh hubung kontan,11,PTPP,PP (Persero) Tbk. [S],1
946,441,634,192,sementara bsde mampu tekan beban pokok jual jadi  miliar turun  ,18,BSDE,Bumi Serpong Damai Tbk. [S],1
949,2192,3203,1194,kutip data buka informasi wskt suntik dana waskita toll road besar  triliun milik saham besar ,5,WSKT,Waskita Karya (Persero) Tbk. [S],1
950,2273,3307,1229,sementara naf rekomendasi saham adro bbca bbni ptba untr akumulasi beli scma asi akumulasi  weakness,21,UNTR,United Tractors Tbk. [S]	,1
954,2011,2967,1085,adapun kerjasama pgas medc pertama hitung sejak tanggal september ,9,MEDC,Medco Energi Internasional Tbk,1
961,2945,4196,1539,sekarang adro sedang tingkat mitra beberapa pihak,15,ADRO,Adaro Energy Tbk [S],1
963,294,424,95,tahun ptba target volume produksi capai  juta  kemudian tingkat tahun  kisar juta   jadi juta ,9,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
965,2919,4163,1529,oleh beri rekomendasi  atas saham bbni,14,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
967,1945,2878,1046,saham beli bersih besar asing  rejeki isman  sril  miliar telekomunikasi indonesia  tlkm  miliar bank mandiri  bmri  miliar,24,BMRI,Bank Mandiri (Persero) Tbk.,1
969,136,195,50,michael rekomendasi beli saham excl target harga,26,EXCL,XL Axiata Tbk.,1
971,1165,1807,632,turut prospek baik milik itmg semester segi produksi peluang tingkat,24,ITMG,Indo Tambangraya Megah Tbk,1
973,1108,1702,609,baca juga ihsg merah saham cetak untung tinggi rabu  saham sril anggota indeks kompas raja dagang catat nilai transaksi tinggi,10,SRIL,Sri Rejeki Isman Tbk.,1
974,2976,4230,1547,medco energi komitmen kurang jumlah utang lalu kombinasi  internal kuat struktur ekuitas ujar manajemen medc kontan,13,MEDC,Medco Energi Internasional Tbk,1
975,859,1260,453,namun atur free float laku efektif bobot indf naik jadi  icbp turun jadi ,10,INDF,Indofood Sukses Makmur Tbk. [S],1
977,3102,4388,1646,baru klbf aku jajak kerjasama joint venture sama hale international,5,KLBF,Kalbe Farma Tbk. [S],1
979,940,1422,505,harga saham hmsp naik  jadi,7,HMSP,HM Sampoerna Tbk.,1
980,1816,2728,986,baca juga laba gudang garam ggrm kepul tebal semester  volume transaksi saham hmsp cukup ramai capai  juta saham nila  miliar,13,GGRM,Gudang Garam Tbk.,1
985,1007,1527,536,untuk saham oversold credit suisse rekomendasi hmsp untr bagi dividen kisar,16,HMSP,HM Sampoerna Tbk.,1
986,416,599,179,nanti dana dapat guna wskt anggota indeks kompas bagi dana rencana kerja tahun,16,WSKT,Waskita Karya (Persero) Tbk. [S],1
989,1273,1956,683,pada tahun aneka tambang  antm anggota indeks kompas bidik produksi jual lebih tinggi ketimbang realisasi ,4,ANTM,Aneka Tambang Tbk. [S],1
996,1259,1941,680,baca juga sampoerna hmsp catat naik laba  semester -  utama sini naik harga laku hmsp cukai tingkat tahun jelas raditya kontan jumat ,9,HMSP,HM Sampoerna Tbk.,1
997,1689,2529,901,direktur utama tlkm ririek adriansyah kata capai  lepas bisnis digital telkom konsisten tumbuh tunjuk kerja positif,6,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
998,2284,3329,1245,upacara  - sril isi beri harga museum rekor dunia indonesia muri sril,9,SRIL,Sri Rejeki Isman Tbk.,1
999,554,788,262,kutip data bloomberg market  bbri capai  triliun  kamis ,11,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
1000,2203,3221,1198,lebih jauh usia lebih tengah abad sril lebih gandeng - kreatif generasi milenial,10,SRIL,Sri Rejeki Isman Tbk.,1
1001,2819,4022,1483,estimasi dapat smgr capai  triliun akhir tahun ,20,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1002,748,1075,373,ikut saham bbri anggota indeks kompas kontribusi  poin ihsg,10,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
1008,2853,4063,1495,waskita beton precast  wsbp nyata kesiap dukung maju infrastruktur  kota baru umum presiden joko widodo selasa ,4,WSBP,Waskita Beton Precast Tbk.,1
1011,2905,4143,1526,vale indonesia  inco harap naik harga nikel dampak positif kerja emiten tambang nikel,6,INCO,Vale Indonesia Tbk. [S],1
1014,2015,2972,1087,dasar lapor uang usaha dapat medc semester tumbuh  jadi  juta,7,MEDC,Medco Energi Internasional Tbk,1
1016,250,353,81,turun dapat bisnis legacy terlalu asa excl ungkap,33,EXCL,XL Axiata Tbk.,1
1017,2147,3148,1151, indofood  sukses makmur  icbp naik ,15,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
1018,585,831,277,panjang semester waskita beton precast  wsbp genap realisasi kontrak target tahun,4,WSBP,Waskita Beton Precast Tbk.,1
1019,2648,3821,1419,baca juga suku bunga turun  kian yakin capai target tumbuh kredit kemudian saham bbri relatif lebih banyak gerak zona merah kisar,11,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
1020,2826,4030,1486,sebab alat berat pesan itmg trust tiba semester segera bayar,10,ITMG,Indo Tambangraya Megah Tbk,1
1021,1759,2619,933,lanjar rekomendasi lsip inkp smbr bbni bbtn bbca pgas indy wege adhi untr akra akumulasi dagang esok hari,20,INDY,Indika Energy Tbk.,1
1023,1410,2147,747,hingga akhir dagang selasa  saham hmsp lonjak  jadi,5,HMSP,HM Sampoerna Tbk.,1
1025,1078,1651,586,tampik turun suku bunga bank indonesia beberapa waktu lalu manfaat jsmr laku refinancing,30,JSMR,Jasa Marga (Persero) Tbk. [S],1
1027,1034,1564,561,harga saham bank rakyat indonesia  bbri bank central asia  bbca terus roket,4,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
1028,2241,3268,1209,saham beli bersih besar asing sampoerna  hmsp  miliar gudang garam  ggrm  miliar metropolitan kentjana  mkpi  miliar,19,HMSP,HM Sampoerna Tbk.,1
1032,2164,3174,1169,baca juga mula wall street sinyal hijau jalar bursa asia pasifik saham  gainers lq indah kiat pulp  paper  inkp naik ,12,INKP,Indah Kiat Pulp & Paper,1
1033,434,624,188,saham bbca anggota indeks kompas ada posisi atas topang ihsg,7,BBCA,Bank Central Asia Tbk.,1
1035,2865,4076,1497,gudang garam  ggrm nyata bangun bandar udara bandara diri jawa timur guna dana internal perusahaaan,4,GGRM,Gudang Garam Tbk.,1
1037,206,295,69,padahal tlkm milik kapital pasar besar  triliun,7,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
